revenu universel pour tous 		 revenu universel pour tous 		 Score: 1.0000
Pour qui le RUA 		 contrepartie du RUA 		 Score: 0.8610
A tous 		 pour tous 		 Score: 0.8609
pour tous 		 A tous 		 Score: 0.8609
pour tous 		 A tous 		 Score: 0.8609
Pour tous 		 A tous . 		 Score: 0.8604
A tous . 		 Pour tous 		 Score: 0.8604
A tous . 		 Pour tous 		 Score: 0.8604
A tous . 		 Pour tous 		 Score: 0.8604
A tous . 		 Pour tous 		 Score: 0.8604
Un revenu de base ne peut être qu'universel, c'est à dire versé à tous les membres de la communauté sans condition. 		 Un revenu universel pour chacun(e) 		 Score: 0.8603
"Un ""vrai"" revenu universel pour tous." 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.8599
NON aux personnes handicapées 		 NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Score: 0.8598
Aux Français 		 Tout citoyen Français 		 Score: 0.8598
L'AAH n'est pas un minimum social comme les autres et ne doit pas entrer dans le périmètre de du RUA 		 L'AAH n'est pas un un minimum social comme les autres 		 Score: 0.8597
A quel public le Revenu Universel d'Activité doit-il s'adresser ? 		 Qui peut prétendre au Revenu Universel d'Activité 		 Score: 0.8592
Les personnes handicapées en situation de pauvreté 		 NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Score: 0.8592
A tous les citoyens français 		 Les Français en Europe 		 Score: 0.8592
Nationalité Française et cotisation minimum 		 Tout citoyen Français 		 Score: 0.8590
Un revenu universel pour chacun(e) 		 "Un ""vrai"" revenu universel pour tous." 		 Score: 0.8585
A TOUS LES FRANCAIS 		 Les Français en Europe 		 Score: 0.8584
A tous les citoyens français 		 Les Français avant tout 		 Score: 0.8581
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 un revenu universel 		 Score: 0.8579
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 Un revenu Universel pour tous 		 Score: 0.8578
Universel ET Solidaire 		 Universel 		 Score: 0.8574
Un revenu de base ne peut être qu'universel, c'est à dire versé à tous les membres de la communauté sans condition. 		 revenu universel pour tous 		 Score: 0.8572
Un revenu de base ne peut être qu'universel, c'est à dire versé à tous les membres de la communauté sans condition. 		 revenu universel pour tous 		 Score: 0.8572
Un revenu pour tous 		 Pour tous les publics, sous conditions de revenus 		 Score: 0.8567
mères isolées ayant élevé elurs enfants seules 		 mère seule 		 Score: 0.8567
pour tous 		 a tout le monde 		 Score: 0.8559
A toustes 		 A TOUS LES PAUVRES 		 Score: 0.8558
Aux Français 		 Les Français en Europe 		 Score: 0.8557
A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 A toute personne sans revenus 		 Score: 0.8551
A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 A toute personne sans revenus 		 Score: 0.8551
un revenu universel 		 Un revenu universel proche du SMIC 		 Score: 0.8550
revenu universel aussi pour les enfants 		 un revenu universel 		 Score: 0.8550
contrepartie du RUA 		 RU 		 Score: 0.8547
Revenu pour toutes personne en dessous du seuil de pauvreté 		 Pour tout ceux en situation de pauvreté 		 Score: 0.8540
Revenue universelle 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.8532
RUA pour tous sans conditions 		 Pour tous, sans conditions. 		 Score: 0.8530
Universel 		 Universelle 		 Score: 0.8530
pas AAH 		 Non a l'aah dans le RUA 		 Score: 0.8529
"Un ""vrai"" revenu universel pour tous." 		 un revenu universel 		 Score: 0.8507
non à l'intégration de l'AAH dans le RUA 		 Non à l'intégration de l'ASPA et de l'AAH dans le RUA! 		 Score: 0.8502
A TOUT LE MONDE 		 A TOUS LES PAUVRES 		 Score: 0.8500
pour tous 		 Tout le monde 		 Score: 0.8493
pour tous 		 Tout le monde 		 Score: 0.8493
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 revenu universel pour tous 		 Score: 0.8493
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 revenu universel pour tous 		 Score: 0.8493
Les personnes bénéficiaires de L'AAH ne devraient pas être concernées 		 Le RUA ne doit pas s'appliquer aux bénéficiaires de l'AAH 		 Score: 0.8489
Revenue universelle 		 revenu universel d'activite 		 Score: 0.8486
À toute personne, ayant un revenu inférieur à 2000. 		 A toute personne sans revenus 		 Score: 0.8481
À toute personne, ayant un revenu inférieur à 2000. 		 A toute personne sans revenus 		 Score: 0.8481
Universel = Qui s'applique à tous 		 Universel = tous sans exceptions ou conditions 		 Score: 0.8478
"Un ""vrai"" revenu universel pour tous." 		 le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Score: 0.8477
A TOUT CITOYEN FRANCAIS 		 A tous les citoyens français 		 Score: 0.8475
ouvert à tous dès 18 ans 		 A tous à partir de 18 ans 		 Score: 0.8469
Un revenu pour tous 		 un revenu universel 		 Score: 0.8466
Mère travaillant élevant seule des enfants 		 mères isolées ayant élevé elurs enfants seules 		 Score: 0.8463
Les Français avant tout 		 Tout citoyen Français 		 Score: 0.8461
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 A qui doit s'adresser le revenu universel 		 Score: 0.8460
Certainement pas aux personnes handicapées 		 A tout le monde sauf au personne handicapées 		 Score: 0.8459
Un revenu universel pour chacun(e) 		 A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 Score: 0.8459
Un revenu universel pour chacun(e) 		 revenu  universel   pour  toutes  les  personnes  ayant  un  revenu  inférieur  à1500   euros  nets  par  mois 		 Score: 0.8456
pour tous en fonction des revenus 		 Un revenu universel pour chacun(e) 		 Score: 0.8453
Un revenu pour tous 		 Créer un revenu pour que chaque être humain puisse vivre dignement 		 Score: 0.8451
le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Un revenu Universel pour tous 		 Score: 0.8450
Les Français en Europe 		 Tout citoyen Français 		 Score: 0.8450
Sauf handicapés 		 personnes handicapés et aidants : de vrais et potentiels consommateurs 		 Score: 0.8450
Revenu pour toutes personne en dessous du seuil de pauvreté 		 A tous ceux qui sont en précarité, pauvreté 		 Score: 0.8443
Pour tout ceux en situation de pauvreté 		 A toute personne sans revenus 		 Score: 0.8441
Pour tout ceux en situation de pauvreté 		 A toute personne sans revenus 		 Score: 0.8441
RUA POUR TOUS 		 A tous les CITOYENS 		 Score: 0.8437
A tous les CITOYENS 		 RUA POUR TOUS 		 Score: 0.8437
Pour tous 		 A toutes &amp 		 Score: 0.8435
Pour tous 		 A toutes &amp 		 Score: 0.8435
Pour tous 		 A toutes &amp 		 Score: 0.8435
Pour tous 		 A toutes &amp 		 Score: 0.8435
Pour tous 		 A toutes &amp 		 Score: 0.8435
revenu universel aussi pour les enfants 		 A qui doit s'adresser le revenu universel 		 Score: 0.8432
Étudiant et jeunes après leurs études 		 Les jeunes et les stages 		 Score: 0.8431
Universel ? Donc pour tous 		 Universelle 		 Score: 0.8428
pas AAH 		 AAH 		 Score: 0.8426
AAH 		 pas AAH 		 Score: 0.8426
AAH 		 pas AAH 		 Score: 0.8426
pas AAH 		 AAH 		 Score: 0.8426
A TOUT CITOYEN FRANCAIS 		 A TOUS LES PAUVRES 		 Score: 0.8421
AUX FRANCAIS 		 Tout citoyen Français 		 Score: 0.8417
A toustes 		 A toutes &amp 		 Score: 0.8415
pour tous 		 A tous . 		 Score: 0.8414
Revenue universelle 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.8411
prioriser le revenu universel d'activité 		 un revenu universel 		 Score: 0.8405
Attribution à chaque citoyen français. 		 Nationalité Française et cotisation minimum 		 Score: 0.8405
A TOUT LE MONDE 		 Aux Français 		 Score: 0.8402
Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Personnes malades, retraités, stagiaires, salariés les plus pauvres 		 Score: 0.8402
Sauf handicapés 		 Prime d'activité pour l'ensembles des personnes en invalidité (sous conditions de ressources) 		 Score: 0.8397
revenu universel aussi pour les enfants 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.8396
AAH et revnu universel 		 Universelle 		 Score: 0.8396
AUX FRANCAIS 		 A QUI DOIT S'ADRESSER LE RUA 		 Score: 0.8392
LA THEORIE DU REVENU UNIVERSEL 		 REVENU UNIVERSEL DE BASE 		 Score: 0.8391
A QUI ? A TOUS 		 Pour qui 		 Score: 0.8390
personne en situation de handicap 		 Les handicaps non reconnus ou partiellement 		 Score: 0.8390
Aux personnes avec un solde de revenus inférieur à un certain niveau 		 À toute personne, ayant un revenu inférieur à 2000. 		 Score: 0.8390
prioriser le revenu universel d'activité 		 Une autre vision du revenu d'activité 		 Score: 0.8387
LAAH nest pas un minima comme les autres. 		 L'AAH n'est pas un un minimum social comme les autres 		 Score: 0.8386
UNIVERSEL c'est pour tous 		 Revenu universel pour tous 		 Score: 0.8385
UNIVERSEL c'est pour tous 		 Revenu universel pour tous 		 Score: 0.8385
UNIVERSEL c'est pour tous 		 Revenu universel pour tous 		 Score: 0.8385
a qui le revenu universel doit s adresser 		 A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 Score: 0.8382
AAH 		 RUA et AAH 		 Score: 0.8373
AAH 		 RUA et AAH 		 Score: 0.8373
AAH 		 RUA et AAH 		 Score: 0.8373
AAH 		 RUA et AAH 		 Score: 0.8373
RUA et AAH 		 AAH 		 Score: 0.8373
RUA et AAH 		 AAH 		 Score: 0.8373
AAH 		 RUA et AAH 		 Score: 0.8373
AAH 		 RUA et AAH 		 Score: 0.8373
revenu universel pour tous 		 revenu universel d'activite 		 Score: 0.8370
revenu universel pour tous 		 revenu universel d'activite 		 Score: 0.8370
un revenu universel 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.8368
Universel signifie pour tous ! 		 Universelle 		 Score: 0.8367
A tous les citoyens, sous condition de ressources uniquement 		 A tout les citoyens en fonction des ressources / patrimoine 		 Score: 0.8365
pour tous 		 A toutes &amp 		 Score: 0.8361
Le RUA ne doit prendre en compte l'AAH 		 L'AAH ne doit pas être incluse dans le RUA. 		 Score: 0.8358
Pour qui le RUA 		 A qui le RUA doit-il s'adresser ? 		 Score: 0.8354
emploi ou RUA 		 Un emploi pour la société 		 Score: 0.8354
REVENU UNIVERSEL 		 LA THEORIE DU REVENU UNIVERSEL 		 Score: 0.8350
Pour chaque individu de la société 		 Pour tous individuellement, imposé 		 Score: 0.8349
Les personnes handicapées en situation de pauvreté 		 Jeunes, handicapes, familles pauvres avec enfants 		 Score: 0.8341
pour tous en fonction des revenus 		 revenu universel pour tous 		 Score: 0.8340
pour tous en fonction des revenus 		 revenu universel pour tous 		 Score: 0.8340
REVENU UNIVERSEL DE BASE 		 POUR UN REVENU DE BASE VRAIMENT UNIVERSEL 		 Score: 0.8339
Revenu pour toutes personne en dessous du seuil de pauvreté 		 À tout le monde sous le seuil de pauvreté. 		 Score: 0.8338
A toustes 		 A tous les CITOYENS 		 Score: 0.8336
Priorité aux demandeurs d'emploi et retraités 		 Ancien bénéficiaires de la prime à l 'emploi 		 Score: 0.8333
Revenue universelle 		 revenu universel pour tous 		 Score: 0.8332
Revenue universelle 		 revenu universel pour tous 		 Score: 0.8332
Universel sous conditions ? 		 Universel = tous sans exceptions ou conditions 		 Score: 0.8328
A toute personne sans revenus 		 A tous ceux qui sont en précarité, pauvreté 		 Score: 0.8326
A toute personne sans revenus 		 A tous ceux qui sont en précarité, pauvreté 		 Score: 0.8326
Un revenu universel proche du SMIC 		 revenu universel d'activite 		 Score: 0.8326
Attribution à chaque citoyen français. 		 A TOUS LES FRANCAIS 		 Score: 0.8325
a qui le revenu universel doit s adresser 		 revenu universel aussi pour les enfants 		 Score: 0.8321
L'AAH ne doit pas être incluse dans le RUA. 		 l'AAH ne doit pas devenir RUA 		 Score: 0.8321
revenu universel pour tous 		 Un revenu universel proche du SMIC 		 Score: 0.8312
revenu universel pour tous 		 Un revenu universel proche du SMIC 		 Score: 0.8312
TUA pour tous 		 A toutes &amp 		 Score: 0.8311
Universel ET Solidaire 		 Universel . 		 Score: 0.8310
NON aux personnes handicapées 		 personne en situation de handicap 		 Score: 0.8310
Pour qui 		 RU pour qui 		 Score: 0.8303
a qui le revenu universel d'activité devra t il s'adresser ? 		 revenu universel d'activite 		 Score: 0.8303
Pourquoi fusionne le revenu universel et L'Aah 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.8303
le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.8302
NON aux personnes handicapées 		 A tout le monde sauf au personne handicapées 		 Score: 0.8302
ceux 		 contre 		 Score: 0.8296
revenu universel pour tous 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.8296
Pourquoi fusionne le revenu universel et L'Aah 		 revenu universel pour tous 		 Score: 0.8296
Un revenu universel pour chacun(e) 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.8293
Sauf handicapés 		 Personne handicapée 		 Score: 0.8292
L'AAH ne doit pas être incluse dans le RUA. 		 L'AAH ne doit surtout pas être incluse dans le Revenu Universel d'Activité 		 Score: 0.8291
A qui le RUA s' adresse t il ? 		 A qui le Rua doit-il s'adresser 		 Score: 0.8290
Universel : Qui s'étend, s'applique à la totalité des objets (personnes ou choses) qui existent. 		 Universel = Qui s'applique à tous 		 Score: 0.8289
Les personnes âgées en situation de pauvreté 		 Les personnes handicapées et leurs familles en situation de pauvreté 		 Score: 0.8288
"Un ""vrai"" revenu universel pour tous." 		 a qui le revenu universel doit s adresser 		 Score: 0.8288
A tous 		 Tout le monde 		 Score: 0.8287
A tous 		 Tout le monde 		 Score: 0.8287
Tout le monde 		 A tous 		 Score: 0.8287
Tout le monde 		 A tous 		 Score: 0.8287
A tous 		 Tout le monde 		 Score: 0.8287
Tout le monde 		 A tous 		 Score: 0.8287
Aah 		 pas AAH 		 Score: 0.8287
pas AAH 		 Aah 		 Score: 0.8287
"Un ""vrai"" revenu universel pour tous." 		 A qui doit s'adresser le revenu universel 		 Score: 0.8286
A TOUT CITOYEN FRANCAIS 		 Tout citoyen Français 		 Score: 0.8283
Les personnes âgées en situation de pauvreté 		 Les personnes handicapées en situation de pauvreté 		 Score: 0.8282
A TOUT CITOYEN FRANCAIS 		 Les Français en Europe 		 Score: 0.8281
Un revenu universel pour chacun(e) 		 Un revenu universel proche du SMIC 		 Score: 0.8279
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.8277
A tout les français sans distinction 		 A TOUS LES PAUVRES 		 Score: 0.8276
À tous 		 TUA pour tous 		 Score: 0.8276
À tous 		 TUA pour tous 		 Score: 0.8276
garanti de la naion 		 A toustes 		 Score: 0.8275
Les personnes avec ou sans emplois sous conditions 		 Aux chômeurs en fin de droits (ASS) 		 Score: 0.8274
NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Tous les pauvres sauf les personnes handicapées 		 Score: 0.8270
Universel signifie pour tous ! 		 Universel . 		 Score: 0.8269
AAH dans RUA 		 AAH 		 Score: 0.8268
AAH dans RUA 		 AAH 		 Score: 0.8268
AAH dans RUA 		 AAH 		 Score: 0.8268
AAH dans RUA 		 AAH 		 Score: 0.8268
revenu universel pour tous 		 revenu  universel   pour  toutes  les  personnes  ayant  un  revenu  inférieur  à1500   euros  nets  par  mois 		 Score: 0.8262
revenu  universel   pour  toutes  les  personnes  ayant  un  revenu  inférieur  à1500   euros  nets  par  mois 		 revenu universel pour tous 		 Score: 0.8262
Les Personnes Handicapées INAPTES AU TRAVAIL ( 80% et plus ) ne peuvent prétendre à un REVENU mais à une allocation spécifique de Type AAH. 		 Exclure du RUA toutes les personnes handicapées bénéficiaires de l'AAH qui par définition ont une Restriction Substantielle et Durable à lEmploi (RSDAE) 		 Score: 0.8259
Tous les pauvres sauf les personnes handicapées 		 A tout le monde sauf au personne handicapées 		 Score: 0.8256
non à l'intégration de l'AAH dans le RUA 		 l'AAH ne doit pas devenir RUA 		 Score: 0.8255
a qui le revenu universel doit s adresser 		 prioriser le revenu universel d'activité 		 Score: 0.8254
prioriser le revenu universel d'activité 		 A qui doit s'adresser le revenu universel 		 Score: 0.8253
À toute personne, ayant un revenu inférieur à 2000. 		 A tout adulte en dessous du seuil de pauvreté. 		 Score: 0.8252
Revenu universel à donner à tous sans conditions...revenu universel de citoyenneté 		 Revenu universel pour tous sans condition 		 Score: 0.8251
a qui le revenu universel doit s adresser 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.8251
Revenu universel pour TOUS 		 "Un vrais ""Revenu Universle"" pour TOUS, modulaire et sous conditions" 		 Score: 0.8251
A tout les français sans distinction 		 Attribution à chaque citoyen français. 		 Score: 0.8250
les jeunes finissant leurs études 		 Et les étudiants 		 Score: 0.8240
A qui doit s'adresser le revenu universel 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.8240
Étudiant et jeunes après leurs études 		 Et les étudiants 		 Score: 0.8231
Mère travaillant élevant seule des enfants 		 mère seule 		 Score: 0.8229
A tous . 		 Tout le monde 		 Score: 0.8227
A tous . 		 Tout le monde 		 Score: 0.8227
Les personnes handicapées en situation de pauvreté 		 Sauf handicapés 		 Score: 0.8226
Mères isolées et familles nombreuses 		 Aux mères au foyer 		 Score: 0.8225
A tous les CITOYENS 		 à toutes les personnes honnêtes et de bonne volonté 		 Score: 0.8224
Jeunes, étudiants, handicapés, personnes agées 		 Jeunes, handicapes, familles pauvres avec enfants 		 Score: 0.8221
Les jeunes en situation de pauvreté 		 le seuil de pauvreté 		 Score: 0.8220
Pourquoi fusionne le revenu universel et L'Aah 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.8218
Arrêt des aides, oui à un revenu universel à tous les français. 		 un revenu universel et franco-français 		 Score: 0.8216
Pour tout ceux en situation de pauvreté 		 À tout le monde sous le seuil de pauvreté. 		 Score: 0.8215
Les personnes avec ou sans emplois sous conditions 		 Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Score: 0.8213
Pas aux porteurs daah 		 pas AAH 		 Score: 0.8212
A tous français respectueux des lois. 		 Tout citoyen Français 		 Score: 0.8211
Un revenu pour tous 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.8209
À tout le monde 		 TUA pour tous 		 Score: 0.8209
Sauf handicapés 		 La considération du handicap avec un taux inférieur à 80% 		 Score: 0.8208
