TO ALL FRENCH CITIZENS 		 To all French citizens 		 Score: 1.0000
To everyone 		 To All 		 Score: 0.8109
"A ""true"" universal income for all."" 		 a universal income 		 Score: 0.8103
RUA and AAH 		 the AAH must not become RUA 		 Score: 0.8099
RUA and AAH 		 the AAH must not become RUA 		 Score: 0.8099
Universal income to be given to all without conditions...universal citizenship income 		 A Universal Income for All 		 Score: 0.8098
The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.8096
The RUA must not take into account the AAH 		 RUA and AAH 		 Score: 0.8090
The RUA must not take into account the AAH 		 RUA and AAH 		 Score: 0.8090
An income for all 		 a universal income 		 Score: 0.8084
For whom the RUA 		 RUA 		 Score: 0.8081
For whom the RUA 		 RUA 		 Score: 0.8081
RUA 		 For whom the RUA 		 Score: 0.8081
For whom the RUA 		 RUA 		 Score: 0.8081
For whom the RUA 		 RUA 		 Score: 0.8081
For whom the RUA 		 RUA 		 Score: 0.8081
Universal income for all 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.8077
Universal Income for ALL 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.8077
Universal income for all 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.8077
universal income for all 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.8077
Universal income for all 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.8077
UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 universal income for all 		 Score: 0.8077
"A real "Universal Income" for ALL, modular and conditional" 		 Universal income for all without conditions 		 Score: 0.8073
Everyone: it is a UNIVERSAL income 		 universal activity income 		 Score: 0.8060
THE THEORY OF UNIVERSAL INCOME 		 Universal income for all without conditions 		 Score: 0.8060
the AAH must not become RUA 		 NO TO THE INCLUSION OF THE AAH IN THE FUTURE RUA 		 Score: 0.8060
For all, without conditions. 		 for all but with conditions 		 Score: 0.8047
who should receive a universal income 		 A Universal Income for All 		 Score: 0.8047
Universal income for all 		 Universal income to replace all national benefits 		 Score: 0.8039
Universal Income for ALL 		 Universal income to replace all national benefits 		 Score: 0.8039
Universal income to replace all national benefits 		 Universal income for all 		 Score: 0.8039
Universal income to replace all national benefits 		 universal income for all 		 Score: 0.8039
Universal income to replace all national benefits 		 Universal income for all 		 Score: 0.8039
Universal income to replace all national benefits 		 universal income for all 		 Score: 0.8039
Exclude the AAH from the RUA 		 RUA and AAH 		 Score: 0.8035
Exclude the AAH from the RUA 		 RUA and AAH 		 Score: 0.8035
UNIVERSAL INCOME 		 "Make universal ""universal (activity) income""" 		 Score: 0.8035
A universal income for everyone 		 FOR A TRULY UNIVERSAL BASIC INCOME 		 Score: 0.8032
Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 AAH DISABLED ADULT ALLOWANCE OUTSIDE THE UNIVERSAL INCOME 		 Score: 0.8027
To whom the RUA should be addressed: universal... 		 "In RUA, there is 'universal'" 		 Score: 0.8027
TO WHO? TO ALL 		 To all or no one 		 Score: 0.8022
universal income also for children 		 A Universal Income for All 		 Score: 0.8021
People with disabilities and their families experiencing poverty 		 Young people, disabled people, poor families with children 		 Score: 0.8016
Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 Universal solidarity income, not activity income! 		 Score: 0.8014
"A ""true"" universal income for all."" 		 UNIVERSAL INCOME 		 Score: 0.8009
A Universal Income for All 		 universal activity income 		 Score: 0.8009
Who is the RUA for? 		 RUA FOR ALL 		 Score: 0.8008
Who is the RUA for? 		 RUA FOR ALL 		 Score: 0.8008
Replace the AAH with the RUA 		 the AAH must not become RUA 		 Score: 0.8008
A universal income for everyone 		 "A ""true"" universal income for all."" 		 Score: 0.8001
Integration of the aah in the RUA 		 No to the integration of the ASPA and the AAH in the RUA! 		 Score: 0.7988
A universal income for everyone 		 who should receive a universal income 		 Score: 0.7987
Universal: Extending, applying to all objects (persons or things) that exist. 		 Universal = all without exceptions or conditions 		 Score: 0.7987
For whom the RUA 		 RU for whom 		 Score: 0.7981
An income for all 		 To all, on condition of income 		 Score: 0.7976
To all French people without distinction 		 TO ALL FRENCH CITIZENS 		 Score: 0.7975
To all French people without distinction 		 To all French citizens 		 Score: 0.7975
The RUA must not take into account the AAH 		 Replace the AAH with the RUA 		 Score: 0.7973
UNIVERSAL 		 Universal = Applies to all 		 Score: 0.7971
Universal 		 Universal = Applies to all 		 Score: 0.7971
Universal = Applies to all 		 Universal 		 Score: 0.7971
Universal = Applies to all 		 UNIVERSAL 		 Score: 0.7971
Universal under conditions? 		 Universal = Applies to all 		 Score: 0.7966
Who should the Universal Activity Income be aimed at? 		 Who can claim the Universal Activity Income 		 Score: 0.7964
prioritize the universal activity income 		 "Make universal ""universal (activity) income""" 		 Score: 0.7963
To all citizens as a real universal income is supposed to be 		 a universal income 		 Score: 0.7956
TO ALL FRENCH CITIZENS 		 To all law-abiding French people. 		 Score: 0.7952
To all law-abiding French people. 		 To all French citizens 		 Score: 0.7952
Who should the Universal Activity Income be aimed at? 		 To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 Score: 0.7950
Who should the Universal Activity Income be aimed at? 		 Universal solidarity income, not activity income! 		 Score: 0.7949
An income for all 		 A universal income for everyone 		 Score: 0.7949
Who should receive a universal income? 		 a universal income 		 Score: 0.7945
Universal income to be given to all without conditions...universal citizenship income 		 UNIVERSAL INCOME 		 Score: 0.7945
"A real "Universal Income" for ALL, modular and conditional" 		 A Universal Income for All 		 Score: 0.7936
The AAH should not be included in the RUA. 		 No to aah in the RUA 		 Score: 0.7925
RUA FOR ALL 		 Who is the rua 		 Score: 0.7925
RUA FOR ALL 		 Who is the rua 		 Score: 0.7925
A universal income for everyone 		 universal activity income 		 Score: 0.7919
To whom should the universal activity income be addressed? 		 Universal solidarity income, not activity income! 		 Score: 0.7917
"A ""true"" universal income for all."" 		 Everyone: it is a UNIVERSAL income 		 Score: 0.7914
To whom the RUA should be addressed: universal... 		 counterpart of the RUA 		 Score: 0.7911
An income for all 		 Universal income for all 		 Score: 0.7910
An income for all 		 Universal Income for ALL 		 Score: 0.7910
An income for all 		 Universal income for all 		 Score: 0.7910
An income for all 		 universal income for all 		 Score: 0.7910
An income for all 		 Universal income for all 		 Score: 0.7910
An income for all 		 universal income for all 		 Score: 0.7910
the universal income, as its name indicates, must apply to everyone. 		 EVERYONE if it is a universal income 		 Score: 0.7910
Universal revenue 		 a universal income 		 Score: 0.7905
RUA and AAH 		 No to aah in the RUA 		 Score: 0.7903
RUA and AAH 		 No to aah in the RUA 		 Score: 0.7903
To all French people without distinction 		 TO ALL THE FRENCH PEOPLE 		 Score: 0.7902
UNIVERSAL INCOME 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7898
Everyone: it is a UNIVERSAL income 		 UNIVERSAL BASIC INCOME 		 Score: 0.7897
RUA 		 RUA a real change 		 Score: 0.7892
RUA 		 RUA a real change 		 Score: 0.7892
RUA 		 RUA a real change 		 Score: 0.7892
RUA 		 RUA a real change 		 Score: 0.7892
RUA 		 RUA a real change 		 Score: 0.7892
RUA 		 RUA a real change 		 Score: 0.7892
Who should the Universal Activity Income be aimed at? 		 Who should receive a universal income? 		 Score: 0.7886
Universal? So for everyone 		 Universal means for all! 		 Score: 0.7885
The AAH should not be included in the RUA. 		 Replace the AAH with the RUA 		 Score: 0.7883
A universal income for everyone 		 EVERYONE if it is a universal income 		 Score: 0.7880
UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 UNIVERSAL INCOME 		 Score: 0.7878
UNIVERSAL BASIC INCOME 		 universal activity income 		 Score: 0.7878
Universal income to be given to all without conditions...universal citizenship income 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.7874
for all according to income 		 To all, on condition of income 		 Score: 0.7869
Universal income for all 		 EVERYONE if it is a universal income 		 Score: 0.7866
Universal Income for ALL 		 EVERYONE if it is a universal income 		 Score: 0.7866
Universal income for all 		 EVERYONE if it is a universal income 		 Score: 0.7866
universal income for all 		 EVERYONE if it is a universal income 		 Score: 0.7866
Universal income for all 		 EVERYONE if it is a universal income 		 Score: 0.7866
universal income for all 		 EVERYONE if it is a universal income 		 Score: 0.7866
who should receive a universal income 		 Universal income for all without conditions 		 Score: 0.7860
A universal income for everyone 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7859
YOUNG PEOPLE, ELDERLY PEOPLE, DISABLED PEOPLE... IN A SITUATION OF PRECARITY OR UNDER THE POVERTY LINE ! 		 Young people, disabled people, poor families with children 		 Score: 0.7857
the universal income, as its name indicates, must apply to everyone. 		 Universal income for all without conditions 		 Score: 0.7857
Everyone: it is a UNIVERSAL income 		 Universal income for all without conditions 		 Score: 0.7855
Universal: Extending, applying to all objects (persons or things) that exist. 		 Universal = Applies to all 		 Score: 0.7855
To all CITIZENS 		 All citizens 		 Score: 0.7854
To whom the RUA should be addressed: universal... 		 Who is the RUA for? 		 Score: 0.7850
The RUA is not adapted to all disability situations 		 Do not make Rua for the mentally disabled 		 Score: 0.7850
The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 AAH DISABLED ADULT ALLOWANCE OUTSIDE THE UNIVERSAL INCOME 		 Score: 0.7845
Who can claim the Universal Activity Income 		 "Make universal ""universal (activity) income""" 		 Score: 0.7844
Doing the same thing as the activity allowance with the same resource ceiling 		 Activity allowance 		 Score: 0.7842
To everyone below the poverty line. 		 the poverty line 		 Score: 0.7840
Universal income to be given to all without conditions...universal citizenship income 		 To all citizens as a real universal income is supposed to be 		 Score: 0.7839
"A real "Universal Income" for ALL, modular and conditional" 		 THE THEORY OF UNIVERSAL INCOME 		 Score: 0.7838
universal income also for children 		 a universal income 		 Score: 0.7834
a universal income 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.7832
who should receive a universal income 		 a universal income 		 Score: 0.7832
To all citizens as a real universal income is supposed to be 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.7831
A universal income for everyone 		 universal income also for children 		 Score: 0.7830
The RUA must not take into account the AAH 		 AAH in RUA 		 Score: 0.7830
prioritize the universal activity income 		 Who can claim the Universal Activity Income 		 Score: 0.7829
Assistance to single-parent households 		 Single mothers and large families 		 Score: 0.7828
"A ""true"" universal income for all."" 		 To all citizens as a real universal income is supposed to be 		 Score: 0.7826
The RUA must not take into account the AAH 		 NO TO THE INCLUSION OF THE AAH IN THE FUTURE RUA 		 Score: 0.7825
Universal revenue 		 UNIVERSAL INCOME 		 Score: 0.7825
Single mothers and large families 		 single mother 		 Score: 0.7825
Universal Income = Everyone over 18 years of age 		 Everyone: it is a UNIVERSAL income 		 Score: 0.7824
Universal = Applies to all 		 Universal or NOT? 		 Score: 0.7823
A Universal Income for All 		 EVERYONE if it is a universal income 		 Score: 0.7816
To everyone below the poverty line. 		 TO ALL THE POOR 		 Score: 0.7816
a universal income 		 FOR A TRULY UNIVERSAL BASIC INCOME 		 Score: 0.7815
"A real "Universal Income" for ALL, modular and conditional" 		 UNIVERSAL INCOME 		 Score: 0.7813
Another vision of the activity income 		 universal activity income 		 Score: 0.7813
To whom should the universal activity income be addressed? 		 Who should receive a universal income? 		 Score: 0.7807
"A real "Universal Income" for ALL, modular and conditional" 		 a universal income 		 Score: 0.7805
universal income also for children 		 Everyone: it is a UNIVERSAL income 		 Score: 0.7801
Exclude the AAH from the RUA 		 AAH in RUA 		 Score: 0.7800
The AAH must not be included in the Universal Activity Income 		 universal activity income 		 Score: 0.7800
AAH and universal income 		 UNIVERSAL INCOME 		 Score: 0.7797
Universal income to be given to all without conditions...universal citizenship income 		 UNIVERSAL BASIC INCOME 		 Score: 0.7793
Replace the AAH with the RUA 		 RUA and AAH 		 Score: 0.7793
Replace the AAH with the RUA 		 RUA and AAH 		 Score: 0.7793
RUA 		 WHO SHOULD THE RUA 		 Score: 0.7792
RUA 		 WHO SHOULD THE RUA 		 Score: 0.7792
RUA 		 WHO SHOULD THE RUA 		 Score: 0.7792
RUA 		 WHO SHOULD THE RUA 		 Score: 0.7792
RUA 		 WHO SHOULD THE RUA 		 Score: 0.7792
RUA 		 WHO SHOULD THE RUA 		 Score: 0.7792
To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 A Universal Income for All 		 Score: 0.7790
"A ""true"" universal income for all."" 		 "A real "Universal Income" for ALL, modular and conditional" 		 Score: 0.7784
UNIVERSAL BASIC INCOME 		 To all citizens as a real universal income is supposed to be 		 Score: 0.7783
To all persons with an income below 800 euros/month 		 universal income for all people with an income of less than €1500 net per month 		 Score: 0.7781
Universal income for all 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7781
Universal Income for ALL 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7781
Universal income for all 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7781
universal income for all 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7781
Universal income for all 		 Universal Income = Everyone over 18 years of age 		 Score: 0.7781
Universal Income = Everyone over 18 years of age 		 universal income for all 		 Score: 0.7781
